,campfilename,monthyear,appcat,totalusagekb,usageperc,cmy
4061,Veria_GRE_054,32018,Web file sharing,398973,0,Veria_GRE_054032018
4062,Veria_GRE_054,32018,Productivity,247157,0,Veria_GRE_054032018
4063,Veria_GRE_054,32018,P2P,135784,0,Veria_GRE_054032018
4064,Veria_GRE_054,32018,VoIP & video conferencing,117836,0,Veria_GRE_054032018
4065,Veria_GRE_054,32018,Music,102183,0,Veria_GRE_054032018
4066,Veria_GRE_054,32018,News,75561,0,Veria_GRE_054032018
4067,Veria_GRE_054,32018,Photo sharing,32432,0,Veria_GRE_054032018
4068,Veria_GRE_054,32018,Security,13219,0,Veria_GRE_054032018
4069,Veria_GRE_054,32018,Sports,68,0,Veria_GRE_054032018
4070,Veria_GRE_054,32018,Web payments,21,0,Veria_GRE_054032018
4071,Veria_GRE_054,32018,Remote monitoring & management,5,0,Veria_GRE_054032018
4072,Veria_GRE_054,42018,Other,2546890702,85,Veria_GRE_054042018
4073,Veria_GRE_054,42018,Social web,416735184,13,Veria_GRE_054042018
4074,Veria_GRE_054,42018,Video,6386372,0,Veria_GRE_054042018
4075,Veria_GRE_054,42018,Advertising,5654086,0,Veria_GRE_054042018
4076,Veria_GRE_054,42018,Online backup,5566678,0,Veria_GRE_054042018
4077,Veria_GRE_054,42018,Email,3187516,0,Veria_GRE_054042018
4078,Veria_GRE_054,42018,File sharing,2916093,0,Veria_GRE_054042018
4079,Veria_GRE_054,42018,Software & anti-virus updates,1024755,0,Veria_GRE_054042018
4080,Veria_GRE_054,42018,VoIP & video conferencing,573463,0,Veria_GRE_054042018
4081,Veria_GRE_054,42018,Blogging,432924,0,Veria_GRE_054042018
4082,Veria_GRE_054,42018,Gaming,349132,0,Veria_GRE_054042018
4083,Veria_GRE_054,42018,P2P,227261,0,Veria_GRE_054042018
4084,Veria_GRE_054,42018,Productivity,199112,0,Veria_GRE_054042018
4085,Veria_GRE_054,42018,Music,127913,0,Veria_GRE_054042018
4086,Veria_GRE_054,42018,News,55926,0,Veria_GRE_054042018
4087,Veria_GRE_054,42018,Web file sharing,41493,0,Veria_GRE_054042018
4088,Veria_GRE_054,42018,Photo sharing,28858,0,Veria_GRE_054042018
4089,Veria_GRE_054,42018,Security,10677,0,Veria_GRE_054042018
4090,Veria_GRE_054,42018,Cloud services,143,0,Veria_GRE_054042018
4091,Veria_GRE_054,42018,Sports,33,0,Veria_GRE_054042018
4092,Veria_GRE_054,42018,Web payments,13,0,Veria_GRE_054042018
4093,Veria_GRE_054,42018,Remote monitoring & management,1,0,Veria_GRE_054042018
4094,Veria_GRE_054,52018,Other,2615616498,85,Veria_GRE_054052018
4095,Veria_GRE_054,52018,Social web,429108776,13,Veria_GRE_054052018
4096,Veria_GRE_054,52018,Video,10557126,0,Veria_GRE_054052018
4097,Veria_GRE_054,52018,Advertising,8139251,0,Veria_GRE_054052018
4098,Veria_GRE_054,52018,Email,1855327,0,Veria_GRE_054052018
4099,Veria_GRE_054,52018,Software & anti-virus updates,1537542,0,Veria_GRE_054052018
4100,Veria_GRE_054,52018,Online backup,1246491,0,Veria_GRE_054052018
4101,Veria_GRE_054,52018,VoIP & video conferencing,1223357,0,Veria_GRE_054052018
4102,Veria_GRE_054,52018,P2P,1156655,0,Veria_GRE_054052018
4103,Veria_GRE_054,52018,File sharing,779438,0,Veria_GRE_054052018
4104,Veria_GRE_054,52018,Productivity,486663,0,Veria_GRE_054052018
4105,Veria_GRE_054,52018,Gaming,281930,0,Veria_GRE_054052018
4106,Veria_GRE_054,52018,Blogging,246297,0,Veria_GRE_054052018
4107,Veria_GRE_054,52018,Music,178039,0,Veria_GRE_054052018
4108,Veria_GRE_054,52018,Photo sharing,34193,0,Veria_GRE_054052018
4109,Veria_GRE_054,52018,News,33958,0,Veria_GRE_054052018
4110,Veria_GRE_054,52018,Security,9467,0,Veria_GRE_054052018
4111,Veria_GRE_054,52018,Web file sharing,815,0,Veria_GRE_054052018
4112,Veria_GRE_054,52018,Sports,82,0,Veria_GRE_054052018
4113,Veria_GRE_054,52018,Business management,53,0,Veria_GRE_054052018
4114,Veria_GRE_054,52018,Web payments,45,0,Veria_GRE_054052018
4115,Veria_GRE_054,52018,Remote monitoring & management,5,0,Veria_GRE_054052018
4116,Veria_GRE_054,62017,Other,1885315973,83,Veria_GRE_054062017
4117,Veria_GRE_054,62017,Social web,361315894,15,Veria_GRE_054062017
4118,Veria_GRE_054,62017,Online backup,9005814,0,Veria_GRE_054062017
4119,Veria_GRE_054,62017,Video,3324022,0,Veria_GRE_054062017
4120,Veria_GRE_054,62017,Email,1622698,0,Veria_GRE_054062017
4121,Veria_GRE_054,62017,Software & anti-virus updates,1256358,0,Veria_GRE_054062017
4122,Veria_GRE_054,62017,Gaming,824941,0,Veria_GRE_054062017
4123,Veria_GRE_054,62017,File sharing,197713,0,Veria_GRE_054062017
4124,Veria_GRE_054,62017,P2P,196149,0,Veria_GRE_054062017
4125,Veria_GRE_054,62017,VoIP & video conferencing,143235,0,Veria_GRE_054062017
4126,Veria_GRE_054,62017,Blogging,125350,0,Veria_GRE_054062017
4127,Veria_GRE_054,62017,Music,115448,0,Veria_GRE_054062017
4128,Veria_GRE_054,62017,Productivity,88498,0,Veria_GRE_054062017
4129,Veria_GRE_054,62017,Photo sharing,67362,0,Veria_GRE_054062017
4130,Veria_GRE_054,62017,News,25438,0,Veria_GRE_054062017
4131,Veria_GRE_054,62017,Remote monitoring & management,2410,0,Veria_GRE_054062017
4132,Veria_GRE_054,62017,Web file sharing,1674,0,Veria_GRE_054062017
4133,Veria_GRE_054,62017,Sports,414,0,Veria_GRE_054062017
4134,Veria_GRE_054,62017,Business management,195,0,Veria_GRE_054062017
4135,Veria_GRE_054,62018,Other,2763190995,80,Veria_GRE_054062018
4136,Veria_GRE_054,62018,Social web,610073154,17,Veria_GRE_054062018
4137,Veria_GRE_054,62018,Video,16022899,0,Veria_GRE_054062018
4138,Veria_GRE_054,62018,Advertising,9307490,0,Veria_GRE_054062018
4139,Veria_GRE_054,62018,Software & anti-virus updates,3457599,0,Veria_GRE_054062018
4140,Veria_GRE_054,62018,Online backup,2770967,0,Veria_GRE_054062018
4141,Veria_GRE_054,62018,Email,2471767,0,Veria_GRE_054062018
4142,Veria_GRE_054,62018,VoIP & video conferencing,1124537,0,Veria_GRE_054062018
4143,Veria_GRE_054,62018,Web file sharing,870613,0,Veria_GRE_054062018
4144,Veria_GRE_054,62018,Productivity,693877,0,Veria_GRE_054062018
4145,Veria_GRE_054,62018,File sharing,631450,0,Veria_GRE_054062018
4146,Veria_GRE_054,62018,Music,347240,0,Veria_GRE_054062018
4147,Veria_GRE_054,62018,Blogging,304299,0,Veria_GRE_054062018
4148,Veria_GRE_054,62018,Gaming,241515,0,Veria_GRE_054062018
4149,Veria_GRE_054,62018,P2P,105848,0,Veria_GRE_054062018
4150,Veria_GRE_054,62018,Photo sharing,49196,0,Veria_GRE_054062018
4151,Veria_GRE_054,62018,News,37245,0,Veria_GRE_054062018
4152,Veria_GRE_054,62018,Security,19084,0,Veria_GRE_054062018
4153,Veria_GRE_054,62018,Remote monitoring & management,2108,0,Veria_GRE_054062018
4154,Veria_GRE_054,62018,Business management,1010,0,Veria_GRE_054062018
4155,Veria_GRE_054,62018,Web payments,284,0,Veria_GRE_054062018
4156,Veria_GRE_054,62018,Cloud services,210,0,Veria_GRE_054062018
4157,Veria_GRE_054,62018,Sports,62,0,Veria_GRE_054062018
4158,Veria_GRE_054,72018,Other,3543181937,79,Veria_GRE_054072018
4159,Veria_GRE_054,72018,Social web,835397753,18,Veria_GRE_054072018
4160,Veria_GRE_054,72018,Video,19770881,0,Veria_GRE_054072018
4161,Veria_GRE_054,72018,Advertising,12398888,0,Veria_GRE_054072018
4162,Veria_GRE_054,72018,Software & anti-virus updates,8759311,0,Veria_GRE_054072018
4163,Veria_GRE_054,72018,Email,7058298,0,Veria_GRE_054072018
4164,Veria_GRE_054,72018,Online backup,5531540,0,Veria_GRE_054072018
4165,Veria_GRE_054,72018,Web payments,3165722,0,Veria_GRE_054072018
4166,Veria_GRE_054,72018,Web file sharing,1262578,0,Veria_GRE_054072018
4167,Veria_GRE_054,72018,Gaming,1040938,0,Veria_GRE_054072018
4168,Veria_GRE_054,72018,Productivity,951230,0,Veria_GRE_054072018
4169,Veria_GRE_054,72018,VoIP & video conferencing,569158,0,Veria_GRE_054072018
4170,Veria_GRE_054,72018,Music,544163,0,Veria_GRE_054072018
4171,Veria_GRE_054,72018,Blogging,335708,0,Veria_GRE_054072018
4172,Veria_GRE_054,72018,File sharing,264476,0,Veria_GRE_054072018
4173,Veria_GRE_054,72018,P2P,108556,0,Veria_GRE_054072018
4174,Veria_GRE_054,72018,News,70442,0,Veria_GRE_054072018
4175,Veria_GRE_054,72018,Photo sharing,57026,0,Veria_GRE_054072018
4176,Veria_GRE_054,72018,Security,26978,0,Veria_GRE_054072018
4177,Veria_GRE_054,72018,Sports,3320,0,Veria_GRE_054072018
4178,Veria_GRE_054,72018,Remote monitoring & management,2676,0,Veria_GRE_054072018
4179,Veria_GRE_054,72018,Business management,1508,0,Veria_GRE_054072018
4180,Veria_GRE_054,72018,Cloud services,91,0,Veria_GRE_054072018
4181,Veria_GRE_054,92018,Other,3704093370,83,Veria_GRE_054092018
4182,Veria_GRE_054,92018,Social web,694612102,15,Veria_GRE_054092018
4183,Veria_GRE_054,92018,Advertising,13347080,0,Veria_GRE_054092018
4184,Veria_GRE_054,92018,Video,12801167,0,Veria_GRE_054092018
4185,Veria_GRE_054,92018,Online backup,5630559,0,Veria_GRE_054092018
4186,Veria_GRE_054,92018,VoIP & video conferencing,3298811,0,Veria_GRE_054092018
4187,Veria_GRE_054,92018,Web payments,2719429,0,Veria_GRE_054092018
4188,Veria_GRE_054,92018,Email,2632917,0,Veria_GRE_054092018
4189,Veria_GRE_054,92018,Web file sharing,1364132,0,Veria_GRE_054092018
4190,Veria_GRE_054,92018,Gaming,895557,0,Veria_GRE_054092018
4191,Veria_GRE_054,92018,Music,877053,0,Veria_GRE_054092018
4192,Veria_GRE_054,92018,File sharing,683464,0,Veria_GRE_054092018
4193,Veria_GRE_054,92018,Software & anti-virus updates,404504,0,Veria_GRE_054092018
4194,Veria_GRE_054,92018,Blogging,362189,0,Veria_GRE_054092018
4195,Veria_GRE_054,92018,Productivity,283455,0,Veria_GRE_054092018
4196,Veria_GRE_054,92018,P2P,148842,0,Veria_GRE_054092018
4197,Veria_GRE_054,92018,News,112613,0,Veria_GRE_054092018
4198,Veria_GRE_054,92018,Photo sharing,92239,0,Veria_GRE_054092018
4199,Veria_GRE_054,92018,Remote monitoring & management,31984,0,Veria_GRE_054092018
4200,Veria_GRE_054,92018,Security,18040,0,Veria_GRE_054092018
4201,Veria_GRE_054,92018,Sports,137,0,Veria_GRE_054092018
4202,Veria_GRE_054,92018,Cloud services,136,0,Veria_GRE_054092018
4203,Veria_GRE_054,102016,Other,1330445022,81,Veria_GRE_054102016
4204,Veria_GRE_054,102016,Social web,279746231,17,Veria_GRE_054102016
4205,Veria_GRE_054,102016,Email,10742199,0,Veria_GRE_054102016
4206,Veria_GRE_054,102016,File sharing,4104671,0,Veria_GRE_054102016
4207,Veria_GRE_054,102016,Software & anti-virus updates,3937282,0,Veria_GRE_054102016
4208,Veria_GRE_054,102016,Video,1713482,0,Veria_GRE_054102016
4209,Veria_GRE_054,102016,P2P,964698,0,Veria_GRE_054102016
4210,Veria_GRE_054,102016,Blogging,510620,0,Veria_GRE_054102016
4211,Veria_GRE_054,102016,Productivity,232414,0,Veria_GRE_054102016
4212,Veria_GRE_054,102016,VoIP & video conferencing,196308,0,Veria_GRE_054102016
4213,Veria_GRE_054,102016,Music,162120,0,Veria_GRE_054102016
4214,Veria_GRE_054,102016,Photo sharing,29624,0,Veria_GRE_054102016
4215,Veria_GRE_054,102016,News,28325,0,Veria_GRE_054102016
4216,Veria_GRE_054,102016,Gaming,6584,0,Veria_GRE_054102016
4217,Veria_GRE_054,102016,Business management,277,0,Veria_GRE_054102016
4218,Veria_GRE_054,102016,Online backup,35,0,Veria_GRE_054102016
4219,Veria_GRE_054,102016,Sports,22,0,Veria_GRE_054102016
4220,Veria_GRE_054,102016,Web file sharing,12,0,Veria_GRE_054102016
4221,Veria_GRE_054,102016,Remote monitoring & management,5,0,Veria_GRE_054102016
4222,Volos_GRE_055,52018,Video,641325393,50,Volos_GRE_055052018
4223,Volos_GRE_055,52018,Other,365880495,28,Volos_GRE_055052018
4224,Volos_GRE_055,52018,Social web,250944114,19,Volos_GRE_055052018
4225,Volos_GRE_055,52018,Online backup,4353750,0,Volos_GRE_055052018
4226,Volos_GRE_055,52018,Music,4299823,0,Volos_GRE_055052018
4227,Volos_GRE_055,52018,Advertising,3252384,0,Volos_GRE_055052018
4228,Volos_GRE_055,52018,P2P,644910,0,Volos_GRE_055052018
4229,Volos_GRE_055,52018,Productivity,187999,0,Volos_GRE_055052018
4230,Volos_GRE_055,52018,VoIP & video conferencing,169796,0,Volos_GRE_055052018
4231,Volos_GRE_055,52018,Email,131277,0,Volos_GRE_055052018
4232,Volos_GRE_055,52018,File sharing,105613,0,Volos_GRE_055052018
4233,Volos_GRE_055,52018,Software & anti-virus updates,101186,0,Volos_GRE_055052018
4234,Volos_GRE_055,52018,Blogging,44687,0,Volos_GRE_055052018
4235,Volos_GRE_055,52018,News,32886,0,Volos_GRE_055052018
4236,Volos_GRE_055,52018,Security,2728,0,Volos_GRE_055052018
4237,Volos_GRE_055,52018,Photo sharing,2597,0,Volos_GRE_055052018
4238,Volos_GRE_055,52018,Sports,1476,0,Volos_GRE_055052018
4239,Volos_GRE_055,52018,Gaming,615,0,Volos_GRE_055052018
4240,Volos_GRE_055,52018,Business management,47,0,Volos_GRE_055052018
4241,Volos_GRE_055,52018,Web file sharing,2,0,Volos_GRE_055052018
4242,Volos_GRE_055,52018,Remote monitoring & management,0,0,Volos_GRE_055052018
4243,Volos_GRE_055,62017,Video,709192369,58,Volos_GRE_055062017
4244,Volos_GRE_055,62017,Other,299140104,24,Volos_GRE_055062017
4245,Volos_GRE_055,62017,Social web,192751223,15,Volos_GRE_055062017
4246,Volos_GRE_055,62017,Software & anti-virus updates,1987272,0,Volos_GRE_055062017
4247,Volos_GRE_055,62017,Email,1046984,0,Volos_GRE_055062017
4248,Volos_GRE_055,62017,Music,980358,0,Volos_GRE_055062017
4249,Volos_GRE_055,62017,File sharing,451411,0,Volos_GRE_055062017
4250,Volos_GRE_055,62017,P2P,187690,0,Volos_GRE_055062017
4251,Volos_GRE_055,62017,Photo sharing,158077,0,Volos_GRE_055062017
4252,Volos_GRE_055,62017,Online backup,116035,0,Volos_GRE_055062017
4253,Volos_GRE_055,62017,Blogging,109975,0,Volos_GRE_055062017
4254,Volos_GRE_055,62017,VoIP & video conferencing,97513,0,Volos_GRE_055062017
4255,Volos_GRE_055,62017,Gaming,97487,0,Volos_GRE_055062017
4256,Volos_GRE_055,62017,News,80338,0,Volos_GRE_055062017
4257,Volos_GRE_055,62017,Productivity,11363,0,Volos_GRE_055062017
4258,Volos_GRE_055,62017,Business management,30,0,Volos_GRE_055062017
4259,Volos_GRE_055,62017,Web file sharing,14,0,Volos_GRE_055062017
4260,Volos_GRE_055,62017,Remote monitoring & management,4,0,Volos_GRE_055062017
4261,Volos_GRE_055,62018,Video,666641184,52,Volos_GRE_055062018
4262,Volos_GRE_055,62018,Other,360258179,28,Volos_GRE_055062018
4263,Volos_GRE_055,62018,Social web,228337238,17,Volos_GRE_055062018
4264,Volos_GRE_055,62018,Music,9541653,0,Volos_GRE_055062018
4265,Volos_GRE_055,62018,Online backup,6005178,0,Volos_GRE_055062018
4266,Volos_GRE_055,62018,Advertising,3404724,0,Volos_GRE_055062018
4267,Volos_GRE_055,62018,P2P,352408,0,Volos_GRE_055062018
4268,Volos_GRE_055,62018,Email,288651,0,Volos_GRE_055062018
4269,Volos_GRE_055,62018,VoIP & video conferencing,115151,0,Volos_GRE_055062018
4270,Volos_GRE_055,62018,Blogging,69530,0,Volos_GRE_055062018
4271,Volos_GRE_055,62018,Productivity,50130,0,Volos_GRE_055062018
4272,Volos_GRE_055,62018,File sharing,41058,0,Volos_GRE_055062018
4273,Volos_GRE_055,62018,News,6914,0,Volos_GRE_055062018
4274,Volos_GRE_055,62018,Photo sharing,4967,0,Volos_GRE_055062018
4275,Volos_GRE_055,62018,Gaming,3818,0,Volos_GRE_055062018
4276,Volos_GRE_055,62018,Software & anti-virus updates,3035,0,Volos_GRE_055062018
4277,Volos_GRE_055,62018,Security,2160,0,Volos_GRE_055062018
4278,Volos_GRE_055,62018,Sports,204,0,Volos_GRE_055062018
4279,Volos_GRE_055,62018,Web file sharing,85,0,Volos_GRE_055062018
4280,Volos_GRE_055,62018,Web payments,6,0,Volos_GRE_055062018
4281,Volos_GRE_055,62018,Remote monitoring & management,0,0,Volos_GRE_055062018
4282,Volos_GRE_055,72018,Video,755505965,53,Volos_GRE_055072018
4283,Volos_GRE_055,72018,Other,372120798,26,Volos_GRE_055072018
4284,Volos_GRE_055,72018,Social web,257829277,18,Volos_GRE_055072018
4285,Volos_GRE_055,72018,Music,10530337,0,Volos_GRE_055072018
4286,Volos_GRE_055,72018,Advertising,4644235,0,Volos_GRE_055072018
4287,Volos_GRE_055,72018,P2P,493347,0,Volos_GRE_055072018
4288,Volos_GRE_055,72018,Online backup,243856,0,Volos_GRE_055072018
4289,Volos_GRE_055,72018,Software & anti-virus updates,243393,0,Volos_GRE_055072018
4290,Volos_GRE_055,72018,Email,197704,0,Volos_GRE_055072018
4291,Volos_GRE_055,72018,VoIP & video conferencing,143868,0,Volos_GRE_055072018
4292,Volos_GRE_055,72018,Productivity,132277,0,Volos_GRE_055072018
4293,Volos_GRE_055,72018,File sharing,52725,0,Volos_GRE_055072018
4294,Volos_GRE_055,72018,Blogging,51848,0,Volos_GRE_055072018
4295,Volos_GRE_055,72018,News,4688,0,Volos_GRE_055072018
4296,Volos_GRE_055,72018,Photo sharing,4349,0,Volos_GRE_055072018
4297,Volos_GRE_055,72018,Security,1751,0,Volos_GRE_055072018
4298,Volos_GRE_055,72018,Gaming,1575,0,Volos_GRE_055072018
4299,Volos_GRE_055,72018,Remote monitoring & management,788,0,Volos_GRE_055072018
4300,Volos_GRE_055,72018,Web payments,228,0,Volos_GRE_055072018
4301,Volos_GRE_055,72018,Sports,38,0,Volos_GRE_055072018
4302,Volos_GRE_055,72018,Web file sharing,3,0,Volos_GRE_055072018
4303,Volos_GRE_055,92018,Video,628768672,48,Volos_GRE_055092018
4304,Volos_GRE_055,92018,Other,409656040,31,Volos_GRE_055092018
4305,Volos_GRE_055,92018,Social web,220676597,17,Volos_GRE_055092018
4306,Volos_GRE_055,92018,Music,20488497,1,Volos_GRE_055092018
4307,Volos_GRE_055,92018,Advertising,3641976,0,Volos_GRE_055092018
4308,Volos_GRE_055,92018,Software & anti-virus updates,3592821,0,Volos_GRE_055092018
4309,Volos_GRE_055,92018,P2P,851824,0,Volos_GRE_055092018
4310,Volos_GRE_055,92018,Email,359756,0,Volos_GRE_055092018
4311,Volos_GRE_055,92018,Online backup,182622,0,Volos_GRE_055092018
4312,Volos_GRE_055,92018,File sharing,92136,0,Volos_GRE_055092018
4313,Volos_GRE_055,92018,Productivity,90489,0,Volos_GRE_055092018
4314,Volos_GRE_055,92018,Blogging,77079,0,Volos_GRE_055092018
4315,Volos_GRE_055,92018,VoIP & video conferencing,75547,0,Volos_GRE_055092018
4316,Volos_GRE_055,92018,News,21793,0,Volos_GRE_055092018
4317,Volos_GRE_055,92018,Gaming,11700,0,Volos_GRE_055092018
4318,Volos_GRE_055,92018,Security,6754,0,Volos_GRE_055092018
4319,Volos_GRE_055,92018,Photo sharing,6251,0,Volos_GRE_055092018
4320,Volos_GRE_055,92018,Remote monitoring & management,3750,0,Volos_GRE_055092018
4321,Volos_GRE_055,92018,Web payments,294,0,Volos_GRE_055092018
4322,Volos_GRE_055,92018,Sports,19,0,Volos_GRE_055092018
4323,Volos_GRE_055,92018,Web file sharing,11,0,Volos_GRE_055092018
4324,XXCherso_GRE_005,42016,Other,205340704,69,XXCherso_GRE_005042016
4325,XXCherso_GRE_005,42016,Social web,81669370,27,XXCherso_GRE_005042016
4326,XXCherso_GRE_005,42016,Video,6598633,2,XXCherso_GRE_005042016
4327,XXCherso_GRE_005,42016,VoIP & video conferencing,636044,0,XXCherso_GRE_005042016
4328,XXCherso_GRE_005,42016,Email,497182,0,XXCherso_GRE_005042016
4329,XXCherso_GRE_005,42016,Blogging,312977,0,XXCherso_GRE_005042016
4330,XXCherso_GRE_005,42016,Music,100550,0,XXCherso_GRE_005042016
4331,XXCherso_GRE_005,42016,Software & anti-virus updates,86445,0,XXCherso_GRE_005042016
4332,XXCherso_GRE_005,42016,P2P,56371,0,XXCherso_GRE_005042016
4333,XXCherso_GRE_005,42016,Photo sharing,52003,0,XXCherso_GRE_005042016
4334,XXCherso_GRE_005,42016,News,34250,0,XXCherso_GRE_005042016
4335,XXCherso_GRE_005,42016,File sharing,22002,0,XXCherso_GRE_005042016
4336,XXCherso_GRE_005,42016,Gaming,3290,0,XXCherso_GRE_005042016
4337,XXCherso_GRE_005,42016,Sports,1109,0,XXCherso_GRE_005042016
4338,XXCherso_GRE_005,42016,Web file sharing,43,0,XXCherso_GRE_005042016
4339,XXCherso_GRE_005,42016,Remote monitoring & management,0,0,XXCherso_GRE_005042016
4340,XXCherso_GRE_005,102016,Other,2352927332,76,XXCherso_GRE_005102016
4341,XXCherso_GRE_005,102016,Social web,444583087,14,XXCherso_GRE_005102016
4342,XXCherso_GRE_005,102016,Video,278604712,9,XXCherso_GRE_005102016
4343,XXCherso_GRE_005,102016,Email,4633979,0,XXCherso_GRE_005102016
4344,XXCherso_GRE_005,102016,Music,1527089,0,XXCherso_GRE_005102016
4345,XXCherso_GRE_005,102016,Software & anti-virus updates,1170325,0,XXCherso_GRE_005102016
4346,XXCherso_GRE_005,102016,Blogging,670762,0,XXCherso_GRE_005102016
4347,XXCherso_GRE_005,102016,P2P,549076,0,XXCherso_GRE_005102016
4348,XXCherso_GRE_005,102016,VoIP & video conferencing,418831,0,XXCherso_GRE_005102016
4349,XXCherso_GRE_005,102016,File sharing,392117,0,XXCherso_GRE_005102016
4350,XXCherso_GRE_005,102016,Productivity,226315,0,XXCherso_GRE_005102016
4351,XXCherso_GRE_005,102016,Photo sharing,87983,0,XXCherso_GRE_005102016
4352,XXCherso_GRE_005,102016,News,51434,0,XXCherso_GRE_005102016
4353,XXCherso_GRE_005,102016,Web file sharing,38051,0,XXCherso_GRE_005102016
4354,XXCherso_GRE_005,102016,Online backup,27282,0,XXCherso_GRE_005102016
4355,XXCherso_GRE_005,102016,Gaming,17460,0,XXCherso_GRE_005102016
4356,XXCherso_GRE_005,102016,Sports,2544,0,XXCherso_GRE_005102016
4357,XXCherso_GRE_005,102016,Remote monitoring & management,4,0,XXCherso_GRE_005102016
4358,XXDerveni-Alexil_GRE_007,12017,Video,3799708556,68,XXDerveni-Alexil_GRE_007012017
4359,XXDerveni-Alexil_GRE_007,12017,Other,1073603327,19,XXDerveni-Alexil_GRE_007012017
4360,XXDerveni-Alexil_GRE_007,12017,Social web,651642051,11,XXDerveni-Alexil_GRE_007012017
4361,XXDerveni-Alexil_GRE_007,12017,Music,6588023,0,XXDerveni-Alexil_GRE_007012017
4362,XXDerveni-Alexil_GRE_007,12017,VoIP & video conferencing,3047359,0,XXDerveni-Alexil_GRE_007012017
4363,XXDerveni-Alexil_GRE_007,12017,Online backup,2611299,0,XXDerveni-Alexil_GRE_007012017
4364,XXDerveni-Alexil_GRE_007,12017,P2P,2458013,0,XXDerveni-Alexil_GRE_007012017
4365,XXDerveni-Alexil_GRE_007,12017,Email,1366271,0,XXDerveni-Alexil_GRE_007012017
4366,XXDerveni-Alexil_GRE_007,12017,Software & anti-virus updates,1339984,0,XXDerveni-Alexil_GRE_007012017
4367,XXDerveni-Alexil_GRE_007,12017,Blogging,792318,0,XXDerveni-Alexil_GRE_007012017
4368,XXDerveni-Alexil_GRE_007,12017,Photo sharing,321393,0,XXDerveni-Alexil_GRE_007012017
4369,XXDerveni-Alexil_GRE_007,12017,File sharing,185289,0,XXDerveni-Alexil_GRE_007012017
4370,XXDerveni-Alexil_GRE_007,12017,Gaming,179382,0,XXDerveni-Alexil_GRE_007012017
4371,XXDerveni-Alexil_GRE_007,12017,News,121676,0,XXDerveni-Alexil_GRE_007012017
4372,XXDerveni-Alexil_GRE_007,12017,Remote monitoring & management,65873,0,XXDerveni-Alexil_GRE_007012017
4373,XXDerveni-Alexil_GRE_007,12017,Productivity,13417,0,XXDerveni-Alexil_GRE_007012017
4374,XXDerveni-Alexil_GRE_007,12017,Sports,806,0,XXDerveni-Alexil_GRE_007012017
4375,XXDerveni-Alexil_GRE_007,12017,Web file sharing,38,0,XXDerveni-Alexil_GRE_007012017
4376,XXDerveni-Alexil_GRE_007,62017,Video,2779824480,57,XXDerveni-Alexil_GRE_007062017
4377,XXDerveni-Alexil_GRE_007,62017,Social web,1032403981,21,XXDerveni-Alexil_GRE_007062017
4378,XXDerveni-Alexil_GRE_007,62017,Other,1012254132,20,XXDerveni-Alexil_GRE_007062017
4379,XXDerveni-Alexil_GRE_007,62017,Music,24977033,0,XXDerveni-Alexil_GRE_007062017
4380,XXDerveni-Alexil_GRE_007,62017,Online backup,16386566,0,XXDerveni-Alexil_GRE_007062017
4381,XXDerveni-Alexil_GRE_007,62017,File sharing,1550550,0,XXDerveni-Alexil_GRE_007062017
4382,XXDerveni-Alexil_GRE_007,62017,Software & anti-virus updates,1350604,0,XXDerveni-Alexil_GRE_007062017
4383,XXDerveni-Alexil_GRE_007,62017,Email,1056350,0,XXDerveni-Alexil_GRE_007062017
4384,XXDerveni-Alexil_GRE_007,62017,P2P,697352,0,XXDerveni-Alexil_GRE_007062017
4385,XXDerveni-Alexil_GRE_007,62017,Blogging,490665,0,XXDerveni-Alexil_GRE_007062017
4386,XXDerveni-Alexil_GRE_007,62017,VoIP & video conferencing,363440,0,XXDerveni-Alexil_GRE_007062017
4387,XXDerveni-Alexil_GRE_007,62017,Photo sharing,189110,0,XXDerveni-Alexil_GRE_007062017
4388,XXDerveni-Alexil_GRE_007,62017,Productivity,126773,0,XXDerveni-Alexil_GRE_007062017
4389,XXDerveni-Alexil_GRE_007,62017,News,122753,0,XXDerveni-Alexil_GRE_007062017
4390,XXDerveni-Alexil_GRE_007,62017,Gaming,64053,0,XXDerveni-Alexil_GRE_007062017
4391,XXDerveni-Alexil_GRE_007,62017,Sports,8403,0,XXDerveni-Alexil_GRE_007062017
4392,XXDerveni-Alexil_GRE_007,62017,Business management,24,0,XXDerveni-Alexil_GRE_007062017
4393,XXDerveni-Alexil_GRE_007,62017,Web file sharing,17,0,XXDerveni-Alexil_GRE_007062017
4394,XXDerveni-Alexil_GRE_007,62017,Remote monitoring & management,6,0,XXDerveni-Alexil_GRE_007062017
4395,XXDerveni-Alexil_GRE_007,102016,Video,7296219993,72,XXDerveni-Alexil_GRE_007102016
4396,XXDerveni-Alexil_GRE_007,102016,Other,1854673002,18,XXDerveni-Alexil_GRE_007102016
4397,XXDerveni-Alexil_GRE_007,102016,Social web,927625441,9,XXDerveni-Alexil_GRE_007102016
4398,XXDerveni-Alexil_GRE_007,102016,Music,16679669,0,XXDerveni-Alexil_GRE_007102016
4399,XXDerveni-Alexil_GRE_007,102016,Email,2467145,0,XXDerveni-Alexil_GRE_007102016
4400,XXDerveni-Alexil_GRE_007,102016,Software & anti-virus updates,2360566,0,XXDerveni-Alexil_GRE_007102016
